customer_id,home_market,signup_date,age_group,income_group,home_area_type,acquisition_channel,device,loyalty_member,prior_rides,prior_spend,prior_promotions_used,days_since_last_ride,prior_avg_rating,prior_complaints
C03551,Lake City,2023-08-16,18-24,$60k-$89k,Outer suburb,Social media,Android,0,2,58.66,0,20,4.87,0
C03552,Mesa Vista,2022-06-26,65+,$90k-$124k,Outer suburb,Referral,iOS,0,0,0.0,0,163,,0
C03553,Mesa Vista,2024-03-16,35-44,$35k-$59k,Inner suburb,Paid search,iOS,0,2,23.87,2,80,4.81,0
C03554,Lake City,2024-09-09,35-44,$125k+,Inner suburb,Partnership,iOS,0,2,60.68,1,19,4.5,0
C03555,Mesa Vista,2024-05-10,55-64,$35k-$59k,Inner suburb,Organic,iOS,0,0,0.0,0,181,4.7,0
C03556,Grand Junction,2023-04-22,25-34,$35k-$59k,Inner suburb,Social media,iOS,0,8,144.91,3,62,5.0,0
C03557,Mesa Vista,2023-07-21,25-34,$60k-$89k,Urban core,Organic,Android,0,1,14.05,1,38,4.6,0
C03558,Grand Junction,2023-03-13,25-34,$60k-$89k,Urban core,Social media,iOS,0,9,237.98,3,32,4.84,0
C03559,Mesa Vista,2023-12-06,25-34,$90k-$124k,Inner suburb,Paid search,iOS,1,50,1494.02,2,10,4.36,0
C03560,Lake City,2024-11-23,65+,Under $35k,Urban core,Social media,iOS,0,3,46.89,0,23,4.1,0
C03561,Northport,2024-08-24,55-64,$35k-$59k,Urban core,Social media,Android,1,10,287.49,4,29,4.47,0
C03562,Lake City,2023-03-18,35-44,$125k+,Urban core,Referral,iOS,0,6,133.54,2,11,4.69,1
C03563,Riverton,2023-08-06,45-54,$35k-$59k,Outer suburb,Social media,iOS,0,13,254.2,2,1,4.9,0
C03564,Grand Junction,2023-08-17,45-54,$90k-$124k,Inner suburb,Organic,Android,0,15,439.35,0,76,4.73,1
C03565,Riverton,2022-08-01,35-44,$90k-$124k,Inner suburb,Paid search,Android,0,10,239.04,2,2,4.57,0
C03566,Lake City,2023-05-03,35-44,Under $35k,Inner suburb,Referral,Android,0,0,0.0,0,380,4.48,0
C03567,Lake City,2023-10-25,55-64,$90k-$124k,Inner suburb,Organic,Android,0,13,214.19,4,14,4.68,0
C03568,Northport,2023-03-14,18-24,$35k-$59k,Outer suburb,Social media,Android,0,13,306.87,4,39,5.0,1
C03569,Northport,2024-12-19,25-34,$60k-$89k,Urban core,Organic,Android,0,12,339.45,1,93,4.54,0
C03570,Lake City,2024-01-13,18-24,,Outer suburb,Paid search,iOS,1,4,114.83,1,7,4.73,0
C03571,Mesa Vista,2022-06-15,25-34,Under $35k,Inner suburb,Paid search,iOS,0,2,52.92,0,2,4.73,0
C03572,Mesa Vista,2023-09-28,18-24,$60k-$89k,Inner suburb,Organic,Android,1,6,184.52,0,13,4.86,0
C03573,Mesa Vista,2024-04-28,18-24,Under $35k,Outer suburb,Partnership,Android,0,3,58.09,1,89,4.76,0
C03574,Northport,2022-05-22,25-34,$90k-$124k,Outer suburb,Organic,Android,0,15,407.02,3,21,4.93,0
C03575,Lake City,2024-12-11,55-64,$60k-$89k,Inner suburb,Referral,Android,1,3,56.97,1,12,4.9,0
C03576,Northport,2024-06-14,25-34,$35k-$59k,Inner suburb,Organic,iOS,0,2,34.49,0,44,4.59,0
C03577,Northport,2023-08-09,18-24,$90k-$124k,Inner suburb,Organic,Android,0,1,28.43,0,75,,0
C03578,Lake City,2023-01-19,25-34,$35k-$59k,Urban core,Organic,Android,0,1,19.33,0,34,4.94,0
C03579,Lake City,2022-11-15,25-34,$60k-$89k,Inner suburb,Organic,Android,1,4,70.85,1,6,4.23,0
C03580,Northport,2022-12-05,55-64,$90k-$124k,Inner suburb,Organic,iOS,0,7,202.09,0,91,4.5,0
C03581,Grand Junction,2024-03-27,65+,$125k+,Urban core,Referral,iOS,0,12,311.9,5,80,4.5,3
C03582,Mesa Vista,2024-06-28,18-24,$125k+,Outer suburb,Organic,iOS,0,31,735.86,5,3,4.72,0
C03583,Lake City,2023-09-04,55-64,$60k-$89k,Urban core,Social media,Android,0,20,446.03,3,33,4.77,1
C03584,Riverton,2022-10-29,35-44,,Urban core,Social media,iOS,0,1,18.68,0,84,4.28,0
C03585,Lake City,2023-09-22,18-24,$60k-$89k,Inner suburb,Paid search,Android,0,1,19.84,0,20,4.14,0
C03586,Grand Junction,2023-06-07,35-44,$125k+,Urban core,Referral,iOS,0,9,201.07,3,19,4.67,1
C03587,Northport,2023-04-25,65+,$35k-$59k,Inner suburb,Paid search,iOS,0,0,0.0,0,265,4.83,0
C03588,Mesa Vista,2023-12-02,45-54,Under $35k,Urban core,Organic,iOS,0,11,171.62,3,1,4.47,0
C03589,Grand Junction,2022-02-17,35-44,Under $35k,Urban core,Social media,Android,1,6,74.73,4,8,4.68,0
C03590,Riverton,2023-12-28,45-54,$90k-$124k,Urban core,Organic,iOS,1,15,256.55,3,18,4.65,0
C03591,Northport,2024-02-22,55-64,$90k-$124k,Inner suburb,Social media,Android,1,10,365.38,2,41,4.8,0
C03592,Riverton,2024-05-29,25-34,$90k-$124k,Urban core,Partnership,iOS,0,0,0.0,0,130,4.77,0
C03593,Lake City,2024-10-26,25-34,Under $35k,Inner suburb,Organic,Android,0,2,36.38,1,86,4.9,0
C03594,Lake City,2023-01-07,35-44,$35k-$59k,Inner suburb,Organic,Android,0,5,72.85,3,8,4.51,0
C03595,Northport,2022-04-26,55-64,$90k-$124k,Inner suburb,Organic,iOS,0,1,25.45,1,32,4.93,0
C03596,Mesa Vista,2022-12-13,35-44,$125k+,Urban core,Referral,Android,0,10,296.6,0,1,4.76,0
C03597,Lake City,2022-03-10,25-34,$60k-$89k,Urban core,Paid search,iOS,0,4,91.47,0,13,4.23,1
C03598,Grand Junction,2022-11-28,45-54,$90k-$124k,Outer suburb,Organic,iOS,1,3,56.43,1,69,5.0,0
C03599,Northport,2023-11-08,55-64,$60k-$89k,Inner suburb,Social media,Android,1,3,69.0,1,6,4.88,0
C03600,Grand Junction,2023-07-08,18-24,$90k-$124k,Urban core,Referral,Android,0,10,257.76,0,7,4.81,1
C03601,Lake City,2022-05-05,25-34,$125k+,Urban core,Referral,iOS,1,14,402.98,2,17,5.0,0
C03602,Mesa Vista,2024-12-04,25-34,$60k-$89k,Outer suburb,Referral,Android,0,4,74.76,1,162,4.81,0
C03603,Grand Junction,2024-04-12,25-34,Under $35k,Urban core,Referral,Android,0,3,73.45,0,9,4.97,0
C03604,Lake City,2024-09-05,25-34,$90k-$124k,Outer suburb,Paid search,iOS,0,9,199.36,3,29,4.67,0
C03605,Riverton,2022-02-22,65+,$90k-$124k,Inner suburb,Social media,Android,0,20,446.72,1,86,4.58,0
C03606,Grand Junction,2024-07-04,45-54,$60k-$89k,Outer suburb,Organic,iOS,0,0,0.0,1,444,4.72,0
C03607,Grand Junction,2024-05-30,45-54,$125k+,Inner suburb,Partnership,iOS,0,3,51.12,0,9,4.9,1
C03608,Northport,2023-12-31,45-54,$35k-$59k,Urban core,Referral,iOS,0,3,81.9,0,10,4.09,0
C03609,Grand Junction,2023-01-25,35-44,$60k-$89k,Urban core,Referral,iOS,0,32,889.38,2,16,5.0,0
C03610,Northport,2023-09-18,55-64,$125k+,Outer suburb,Referral,iOS,0,5,133.95,2,28,5.0,0
C03611,Mesa Vista,2024-11-03,65+,$125k+,Outer suburb,Social media,Android,0,0,0.0,0,448,4.61,0
C03612,Riverton,2022-11-12,25-34,$90k-$124k,Inner suburb,Organic,iOS,0,1,23.12,0,10,4.88,0
C03613,Riverton,2022-02-16,18-24,$90k-$124k,Inner suburb,Partnership,iOS,0,10,245.28,2,11,4.56,0
C03614,Mesa Vista,2023-08-01,25-34,$90k-$124k,Urban core,Partnership,iOS,0,10,352.48,3,21,4.45,0
C03615,Mesa Vista,2024-05-01,45-54,$35k-$59k,Urban core,Organic,Android,0,12,187.64,2,4,4.49,1
C03616,Mesa Vista,2024-04-04,55-64,$35k-$59k,Urban core,Organic,iOS,0,2,33.66,1,11,4.85,0
C03617,Mesa Vista,2022-08-25,35-44,$90k-$124k,Inner suburb,Referral,iOS,0,2,39.68,1,14,4.99,0
C03618,Lake City,2022-05-01,35-44,$90k-$124k,Outer suburb,Referral,Android,1,2,51.11,1,11,4.79,0
C03619,Northport,2023-12-30,65+,$35k-$59k,Inner suburb,Social media,Android,0,4,75.39,0,44,4.57,0
C03620,Northport,2023-10-13,25-34,$125k+,Inner suburb,Referral,Android,0,6,159.05,1,7,4.63,1
C03621,Grand Junction,2023-10-15,55-64,$125k+,Inner suburb,Paid search,iOS,0,4,94.0,1,9,,0
C03622,Northport,2024-11-25,45-54,Under $35k,Outer suburb,Social media,Android,0,3,52.53,3,22,4.29,0
C03623,Lake City,2023-07-27,25-34,Under $35k,Inner suburb,Referral,Android,0,4,87.25,1,10,4.67,0
C03624,Riverton,2023-04-08,25-34,$90k-$124k,Inner suburb,Organic,iOS,0,13,402.11,5,14,4.56,1
C03625,Lake City,2024-02-15,18-24,$90k-$124k,Inner suburb,Referral,iOS,0,0,0.0,0,353,4.95,0
C03626,Mesa Vista,2022-04-07,25-34,$60k-$89k,Urban core,Paid search,Android,0,4,68.81,1,7,4.63,0
C03627,Grand Junction,2023-10-20,55-64,$90k-$124k,Urban core,Partnership,iOS,0,9,263.65,1,29,4.8,1
C03628,Lake City,2022-12-06,35-44,,Urban core,Referral,Android,0,8,190.87,1,6,4.51,0
C03629,Lake City,2024-01-26,25-34,$60k-$89k,Inner suburb,Social media,iOS,1,18,192.28,2,35,4.76,1
C03630,Lake City,2024-02-03,65+,Under $35k,Inner suburb,Paid search,iOS,0,1,16.38,0,3,4.51,0
C03631,Northport,2024-08-15,35-44,$90k-$124k,Inner suburb,Paid search,Android,0,13,406.0,1,6,4.21,0
C03632,Northport,2022-12-28,55-64,$125k+,Outer suburb,Referral,Android,0,0,0.0,0,258,4.56,0
C03633,Mesa Vista,2024-11-14,35-44,$35k-$59k,Outer suburb,Partnership,Android,1,2,23.59,0,39,4.89,1
C03634,Mesa Vista,2022-12-22,18-24,$60k-$89k,Urban core,Referral,Android,0,1,14.28,0,41,4.38,0
C03635,Grand Junction,2024-05-03,25-34,$35k-$59k,Outer suburb,Referral,iOS,0,4,83.36,0,30,4.78,0
C03636,Riverton,2024-05-18,18-24,Under $35k,Urban core,Social media,iOS,0,1,23.03,1,1,4.19,0
C03637,Lake City,2024-01-16,45-54,$35k-$59k,Urban core,Organic,iOS,0,2,33.65,0,6,,0
C03638,Grand Junction,2023-04-24,25-34,$35k-$59k,Outer suburb,Organic,Android,0,2,45.42,2,32,4.87,0
C03639,Grand Junction,2024-09-04,45-54,$90k-$124k,Outer suburb,Social media,Android,1,22,388.13,4,32,4.84,0
C03640,Riverton,2022-01-19,35-44,$60k-$89k,Inner suburb,Organic,Android,0,2,53.93,1,38,4.02,0
C03641,Lake City,2023-03-19,25-34,$35k-$59k,Inner suburb,Paid search,Android,0,3,56.26,1,8,5.0,0
C03642,Riverton,2022-05-30,65+,$90k-$124k,Outer suburb,Organic,iOS,1,25,602.23,2,30,4.54,0
C03643,Mesa Vista,2023-03-10,45-54,$35k-$59k,Outer suburb,Paid search,iOS,0,4,59.19,1,66,4.7,0
C03644,Mesa Vista,2023-05-07,55-64,$125k+,Inner suburb,Organic,Android,1,2,44.49,0,5,4.82,0
C03645,Northport,2023-06-30,35-44,$35k-$59k,Inner suburb,Paid search,iOS,1,2,51.15,1,3,4.67,0
C03646,Lake City,2022-01-30,55-64,$90k-$124k,Inner suburb,Partnership,Android,0,2,47.93,1,17,4.73,0
C03647,Northport,2022-07-09,35-44,$35k-$59k,Urban core,Social media,iOS,1,4,45.43,0,18,4.37,0
C03648,Mesa Vista,2024-04-23,45-54,$60k-$89k,Inner suburb,Referral,Android,0,11,299.38,3,43,4.62,0
C03649,Northport,2023-11-07,35-44,$60k-$89k,Urban core,Social media,iOS,0,12,249.45,3,43,4.81,1
C03650,Riverton,2023-02-24,45-54,$125k+,Inner suburb,Organic,iOS,1,3,100.02,0,17,4.73,0
C03651,Northport,2022-12-28,25-34,$125k+,Outer suburb,Paid search,Android,0,7,146.08,2,4,5.0,0
C03652,Mesa Vista,2024-04-10,35-44,Under $35k,Outer suburb,Partnership,Android,0,8,85.17,2,13,5.0,1
C03653,Northport,2024-10-29,25-34,$90k-$124k,Inner suburb,Referral,iOS,0,18,583.48,2,30,5.0,0
C03654,Grand Junction,2023-09-01,25-34,$90k-$124k,Inner suburb,Organic,Android,0,9,206.73,2,7,4.61,0
C03655,Northport,2024-03-25,25-34,$35k-$59k,Inner suburb,Paid search,iOS,0,21,580.02,3,31,4.78,1
C03656,Riverton,2024-05-21,45-54,Under $35k,Inner suburb,Organic,iOS,0,9,143.49,2,33,4.16,1
C03657,Riverton,2022-09-22,25-34,$60k-$89k,Inner suburb,Social media,Android,0,9,89.11,2,33,4.77,0
C03658,Mesa Vista,2023-06-08,18-24,Under $35k,Inner suburb,Referral,iOS,0,1,18.73,0,8,4.82,0
C03659,Lake City,2023-06-25,45-54,$90k-$124k,Outer suburb,Organic,Android,0,8,210.2,1,44,4.45,0
C03660,Riverton,2024-03-19,25-34,$60k-$89k,Urban core,Referral,iOS,0,1,26.14,0,134,4.63,0
C03661,Grand Junction,2022-09-03,35-44,,Inner suburb,Organic,Android,0,1,16.46,1,60,4.54,0
C03662,Mesa Vista,2023-01-10,65+,$90k-$124k,Outer suburb,Organic,iOS,0,2,37.19,0,20,4.69,0
C03663,Mesa Vista,2022-04-30,45-54,$35k-$59k,Urban core,Organic,Android,0,13,308.91,2,19,4.59,0
C03664,Riverton,2022-04-22,35-44,$60k-$89k,Inner suburb,Social media,iOS,0,0,0.0,0,142,4.7,0
C03665,Lake City,2022-04-23,35-44,$35k-$59k,Urban core,Partnership,iOS,0,4,84.06,0,10,4.53,0
C03666,Grand Junction,2022-04-21,25-34,$125k+,Inner suburb,Organic,iOS,0,11,262.58,1,5,5.0,0
C03667,Riverton,2022-01-30,55-64,$90k-$124k,Outer suburb,Social media,iOS,0,1,17.14,0,78,4.18,1
C03668,Mesa Vista,2023-11-29,35-44,$60k-$89k,Inner suburb,Social media,Android,0,3,53.5,2,61,4.55,0
C03669,Lake City,2022-06-10,65+,$125k+,Inner suburb,Social media,iOS,0,0,0.0,0,207,4.8,0
C03670,Northport,2022-08-19,65+,$60k-$89k,Urban core,Organic,Android,1,90,1739.19,3,5,4.63,1
C03671,Northport,2024-03-13,18-24,$90k-$124k,Outer suburb,Referral,Android,1,3,72.52,1,45,4.82,0
C03672,Mesa Vista,2022-10-10,65+,$60k-$89k,Urban core,Paid search,iOS,0,3,84.31,0,14,4.85,1
C03673,Grand Junction,2022-11-15,45-54,Under $35k,Inner suburb,Organic,iOS,0,8,112.98,1,4,4.32,0
C03674,Grand Junction,2023-01-25,45-54,Under $35k,Inner suburb,Paid search,iOS,0,0,0.0,0,401,4.68,0
C03675,Mesa Vista,2022-12-19,25-34,$60k-$89k,Inner suburb,Organic,iOS,0,0,0.0,1,492,4.41,0
C03676,Mesa Vista,2023-10-26,25-34,$60k-$89k,Outer suburb,Referral,iOS,0,3,77.56,1,2,4.48,0
C03677,Riverton,2023-05-09,45-54,$35k-$59k,Urban core,Referral,Android,0,4,66.16,0,50,4.83,0
C03678,Mesa Vista,2023-07-23,18-24,$90k-$124k,Urban core,Social media,iOS,1,0,0.0,0,289,4.88,0
C03679,Northport,2023-08-01,65+,$35k-$59k,Inner suburb,Organic,Android,1,7,135.93,1,31,4.8,0
C03680,Mesa Vista,2023-01-06,25-34,$60k-$89k,Outer suburb,Organic,iOS,0,8,207.94,1,46,4.57,0
C03681,Riverton,2023-09-12,25-34,$35k-$59k,Inner suburb,Organic,iOS,0,3,57.18,1,33,4.82,0
C03682,Lake City,2024-12-06,35-44,$60k-$89k,Inner suburb,Partnership,iOS,0,15,249.15,4,50,4.47,0
C03683,Lake City,2024-01-06,55-64,$90k-$124k,Urban core,Paid search,Android,0,10,222.02,1,27,4.78,0
C03684,Lake City,2023-09-01,35-44,$60k-$89k,Urban core,Referral,Android,0,2,50.63,0,46,5.0,0
C03685,Grand Junction,2024-01-15,25-34,,Urban core,Social media,Android,0,4,93.81,1,12,4.54,0
C03686,Northport,2023-11-23,35-44,$60k-$89k,Inner suburb,Paid search,Android,0,2,44.24,0,55,4.67,0
C03687,Riverton,2022-07-27,55-64,$60k-$89k,Outer suburb,Organic,Android,0,11,316.47,1,42,4.64,0
C03688,Mesa Vista,2023-03-06,35-44,$35k-$59k,Urban core,Organic,iOS,0,1,27.36,0,23,4.57,0
C03689,Northport,2024-08-18,25-34,$35k-$59k,Outer suburb,Social media,Android,0,8,161.78,1,17,4.95,2
C03690,Grand Junction,2022-01-26,35-44,$60k-$89k,Urban core,Referral,iOS,1,6,169.08,3,31,4.96,1
C03691,Northport,2024-03-13,25-34,$60k-$89k,Inner suburb,Organic,iOS,0,7,177.57,1,15,,0
C03692,Mesa Vista,2022-11-24,25-34,$60k-$89k,Inner suburb,Referral,Android,0,2,52.99,0,30,4.77,0
C03693,Mesa Vista,2024-05-02,65+,$90k-$124k,Urban core,Social media,iOS,0,4,87.88,1,10,4.86,0
C03694,Northport,2024-11-18,65+,$125k+,Outer suburb,Social media,iOS,0,1,23.36,0,1,4.55,0
C03695,Lake City,2023-07-07,18-24,$35k-$59k,Inner suburb,Social media,Android,0,0,0.0,0,343,4.6,0
C03696,Mesa Vista,2022-09-10,55-64,$35k-$59k,Inner suburb,Partnership,Android,0,8,194.51,2,16,5.0,0
C03697,Grand Junction,2022-01-09,18-24,$90k-$124k,Urban core,Organic,iOS,1,5,106.28,1,18,4.57,0
C03698,Mesa Vista,2024-11-04,25-34,$35k-$59k,Outer suburb,Organic,Android,0,0,0.0,0,346,4.23,0
C03699,Mesa Vista,2022-09-22,35-44,$90k-$124k,Inner suburb,Partnership,iOS,0,2,43.0,0,10,4.78,0
C03700,Mesa Vista,2024-09-21,35-44,$125k+,Outer suburb,Partnership,iOS,0,9,255.15,2,59,4.69,1
C03701,Mesa Vista,2023-11-28,35-44,$35k-$59k,Inner suburb,Paid search,iOS,0,8,237.76,1,14,4.77,2
C03702,Grand Junction,2022-12-17,65+,$60k-$89k,Inner suburb,Referral,Android,0,1,14.28,0,5,4.65,0
C03703,Riverton,2024-12-21,65+,$125k+,Inner suburb,Referral,iOS,0,19,533.9,3,11,4.32,0
C03704,Northport,2023-09-18,55-64,$35k-$59k,Outer suburb,Referral,iOS,0,0,0.0,1,218,4.66,0
C03705,Grand Junction,2024-05-22,25-34,$35k-$59k,Inner suburb,Organic,iOS,0,1,26.34,0,58,4.96,0
C03706,Mesa Vista,2024-11-29,55-64,$35k-$59k,Inner suburb,Organic,Android,0,5,112.7,2,12,5.0,0
C03707,Mesa Vista,2024-06-08,65+,$60k-$89k,Outer suburb,Organic,iOS,0,2,42.0,0,17,4.85,0
C03708,Northport,2024-07-31,25-34,$90k-$124k,Inner suburb,Referral,iOS,0,17,316.71,2,35,4.74,2
C03709,Riverton,2023-04-18,45-54,$60k-$89k,Outer suburb,Organic,Android,0,18,328.61,1,25,4.95,1
C03710,Lake City,2022-11-19,25-34,,Inner suburb,Partnership,Android,0,30,938.91,2,12,4.78,0
C03711,Riverton,2022-11-03,55-64,$35k-$59k,Outer suburb,Social media,iOS,0,8,163.95,1,48,4.7,0
C03712,Northport,2024-01-06,25-34,$90k-$124k,Urban core,Referral,iOS,0,1,24.39,0,16,4.96,1
C03713,Grand Junction,2023-03-10,25-34,$125k+,Urban core,Social media,iOS,0,7,211.37,4,29,4.51,2
C03714,Mesa Vista,2024-09-07,65+,$90k-$124k,Outer suburb,Paid search,Android,0,25,447.74,1,6,,2
C03715,Riverton,2023-11-18,35-44,Under $35k,Outer suburb,Referral,iOS,0,7,101.35,1,51,4.89,1
C03716,Mesa Vista,2024-12-06,45-54,$90k-$124k,Urban core,Referral,iOS,1,10,192.02,0,40,5.0,1
C03717,Mesa Vista,2022-08-22,55-64,$90k-$124k,Urban core,Social media,iOS,0,3,60.91,1,29,4.6,0
C03718,Northport,2023-12-28,55-64,$35k-$59k,Inner suburb,Organic,iOS,0,6,172.64,1,41,4.65,0
C03719,Mesa Vista,2023-11-15,65+,$35k-$59k,Urban core,Organic,Android,0,20,324.59,2,26,4.81,1
C03720,Lake City,2022-10-28,45-54,$35k-$59k,Urban core,Social media,Android,0,20,221.11,3,7,4.84,0
C03721,Mesa Vista,2024-09-01,45-54,$60k-$89k,Outer suburb,Organic,Android,0,14,302.07,1,22,4.24,1
C03722,Grand Junction,2023-04-03,45-54,$90k-$124k,Inner suburb,Paid search,iOS,0,4,96.92,1,20,4.33,0
C03723,Grand Junction,2022-01-11,65+,$35k-$59k,Inner suburb,Partnership,Android,1,17,364.57,3,7,5.0,0
C03724,Riverton,2024-12-22,25-34,$60k-$89k,Urban core,Organic,iOS,0,27,617.41,2,32,4.72,1
C03725,Grand Junction,2024-03-21,45-54,$60k-$89k,Urban core,Referral,iOS,1,15,262.81,4,27,4.5,0
C03726,Mesa Vista,2023-06-12,18-24,$35k-$59k,Inner suburb,Referral,iOS,0,7,140.59,1,47,5.0,0
C03727,Grand Junction,2023-09-08,55-64,$35k-$59k,Inner suburb,Referral,Android,0,2,38.63,0,23,4.74,0
C03728,Lake City,2023-12-20,25-34,$90k-$124k,Urban core,Paid search,iOS,0,0,0.0,0,324,4.6,0
C03729,Northport,2023-05-15,35-44,,Inner suburb,Paid search,iOS,0,0,0.0,0,151,5.0,0
C03730,Lake City,2022-01-06,55-64,,Inner suburb,Organic,Android,0,4,104.59,0,31,4.63,1
C03731,Lake City,2024-11-11,25-34,Under $35k,Urban core,Social media,Android,0,2,45.8,0,38,5.0,0
C03732,Lake City,2022-06-29,55-64,$35k-$59k,Urban core,Paid search,Android,1,30,560.41,1,1,5.0,3
C03733,Grand Junction,2023-02-13,45-54,$60k-$89k,Outer suburb,Social media,iOS,0,3,74.88,1,29,4.13,1
C03734,Grand Junction,2022-07-19,18-24,$35k-$59k,Outer suburb,Referral,Android,0,7,117.39,0,138,4.92,0
C03735,Riverton,2024-03-28,25-34,Under $35k,Outer suburb,Organic,Android,0,1,30.43,0,1,4.6,0
C03736,Lake City,2022-02-28,25-34,$35k-$59k,Urban core,Referral,Android,0,1,19.79,0,6,4.49,0
C03737,Lake City,2024-06-15,45-54,$125k+,Urban core,Paid search,Android,0,1,26.72,0,56,4.88,0
C03738,Northport,2023-02-22,45-54,$90k-$124k,Outer suburb,Referral,Android,0,13,340.04,4,54,4.71,0
C03739,Riverton,2022-02-27,18-24,$60k-$89k,Inner suburb,Paid search,Android,0,2,28.44,0,22,4.86,0
C03740,Mesa Vista,2022-02-04,18-24,$35k-$59k,Outer suburb,Referral,iOS,1,7,201.13,0,13,4.85,1
C03741,Mesa Vista,2022-04-03,25-34,$125k+,Urban core,Organic,iOS,0,9,116.22,3,51,4.9,1
C03742,Northport,2022-03-17,45-54,,Urban core,Referral,iOS,0,2,53.77,1,8,4.45,0
C03743,Grand Junction,2023-12-10,18-24,,Outer suburb,Social media,iOS,1,72,1879.61,2,16,5.0,0
C03744,Northport,2024-12-06,65+,Under $35k,Inner suburb,Social media,iOS,1,2,35.6,1,26,4.97,0
C03745,Northport,2024-01-15,18-24,$35k-$59k,Outer suburb,Partnership,iOS,1,7,179.84,0,26,4.8,0
C03746,Grand Junction,2024-10-04,45-54,$35k-$59k,Urban core,Organic,iOS,1,38,970.25,1,19,4.44,1
C03747,Riverton,2022-03-04,45-54,$90k-$124k,Inner suburb,Organic,iOS,1,17,352.15,3,9,4.8,1
C03748,Lake City,2023-08-12,55-64,$35k-$59k,Inner suburb,Referral,Android,0,6,137.45,2,75,4.09,0
C03749,Lake City,2022-07-01,45-54,Under $35k,Urban core,Paid search,Android,0,12,204.48,5,70,4.75,0
C03750,Riverton,2024-04-15,35-44,$125k+,Inner suburb,Partnership,iOS,0,18,459.16,3,52,4.66,0
C03751,Lake City,2024-12-09,18-24,$125k+,Outer suburb,Referral,iOS,0,0,0.0,1,364,4.87,0
C03752,Mesa Vista,2023-12-19,25-34,$35k-$59k,Inner suburb,Organic,iOS,0,3,65.8,0,1,5.0,0
C03753,Riverton,2022-03-18,55-64,$60k-$89k,Urban core,Organic,Android,0,4,82.64,0,28,4.4,0
C03754,Lake City,2023-11-03,25-34,$35k-$59k,Urban core,Referral,Android,0,4,100.01,1,23,,0
C03755,Mesa Vista,2023-12-26,65+,$35k-$59k,Urban core,Organic,iOS,0,1,16.08,1,1,4.45,1
C03756,Northport,2022-06-17,45-54,,Urban core,Organic,iOS,0,5,109.67,1,101,4.6,0
C03757,Grand Junction,2022-04-24,55-64,$90k-$124k,Outer suburb,Organic,iOS,0,0,0.0,0,286,4.69,0
C03758,Lake City,2024-11-09,45-54,$125k+,Urban core,Organic,iOS,0,2,38.1,0,21,4.54,1
C03759,Mesa Vista,2022-10-08,35-44,$60k-$89k,Inner suburb,Organic,iOS,0,2,30.94,0,25,4.61,0
C03760,Mesa Vista,2024-07-23,45-54,$60k-$89k,Urban core,Social media,iOS,0,8,215.54,0,22,4.68,0
C03761,Grand Junction,2024-08-11,35-44,$35k-$59k,Inner suburb,Organic,iOS,0,1,13.81,0,34,,0
C03762,Grand Junction,2022-08-09,25-34,$35k-$59k,Inner suburb,Referral,iOS,0,5,112.86,2,37,4.95,0
C03763,Northport,2023-07-09,35-44,$35k-$59k,Inner suburb,Referral,iOS,0,2,30.28,1,17,4.57,0
C03764,Riverton,2024-03-02,45-54,$35k-$59k,Outer suburb,Paid search,iOS,0,11,175.62,6,9,4.97,0
C03765,Riverton,2023-04-22,35-44,$35k-$59k,Urban core,Social media,iOS,0,2,54.92,0,15,4.82,0
C03766,Grand Junction,2023-09-07,25-34,Under $35k,Urban core,Paid search,Android,0,3,60.64,1,34,4.96,1
C03767,Lake City,2024-05-06,45-54,$90k-$124k,Inner suburb,Referral,Android,0,5,128.07,2,22,5.0,0
C03768,Lake City,2023-08-15,45-54,$60k-$89k,Urban core,Partnership,iOS,0,23,530.48,2,6,4.4,1
C03769,Lake City,2024-06-18,65+,$125k+,Inner suburb,Partnership,Android,0,3,76.46,1,10,4.45,0
C03770,Mesa Vista,2023-12-22,55-64,$90k-$124k,Urban core,Organic,iOS,0,21,181.02,4,40,4.67,1
C03771,Northport,2024-04-21,55-64,$90k-$124k,Inner suburb,Organic,iOS,0,6,71.5,1,39,4.8,0
C03772,Grand Junction,2023-06-24,55-64,$90k-$124k,Inner suburb,Paid search,iOS,0,1,26.08,0,55,4.7,0
C03773,Lake City,2024-02-27,25-34,$60k-$89k,Urban core,Organic,Android,0,1,23.33,0,21,4.75,0
C03774,Northport,2024-05-29,25-34,$125k+,Urban core,Organic,Android,0,4,75.44,0,61,4.9,0
C03775,Lake City,2024-08-06,35-44,$125k+,Outer suburb,Social media,iOS,0,5,107.32,2,1,4.64,0
C03776,Riverton,2022-11-30,45-54,$90k-$124k,Outer suburb,Organic,iOS,0,32,655.79,1,3,4.66,0
C03777,Northport,2023-09-22,65+,$35k-$59k,Inner suburb,Referral,iOS,0,4,94.52,1,28,4.45,0
C03778,Mesa Vista,2022-03-21,35-44,$60k-$89k,Inner suburb,Social media,iOS,0,11,313.46,2,22,4.91,0
C03779,Grand Junction,2022-06-22,55-64,$35k-$59k,Inner suburb,Organic,iOS,0,4,88.02,0,16,4.87,0
C03780,Mesa Vista,2022-07-14,55-64,$125k+,Inner suburb,Organic,Android,0,4,76.89,0,1,5.0,1
C03781,Grand Junction,2022-01-06,18-24,$60k-$89k,Inner suburb,Referral,iOS,0,1,31.51,0,10,4.81,0
C03782,Northport,2024-10-23,35-44,$90k-$124k,Inner suburb,Organic,iOS,0,2,44.89,1,29,4.99,0
