ride_id,customer_id,request_date,request_hour,day_of_week,weekend,market,trip_type,distance_miles,estimated_duration_min,standard_estimated_wait_min,priority_eligible,priority_estimated_wait_min,priority_surcharge,priority_selected,temperature_f,rain,snow,high_demand,service_disruption,surge_multiplier,quoted_fare,campaign_id,campaign_treatment,campaign_offer_applied,discount_amount,ride_credit_earned,amount_paid,completed,customer_cancelled,driver_cancelled,actual_wait_min,actual_duration_min,driver_id,driver_experience_months,driver_rating_before_ride,vehicle_quality,customer_rating,complaint
R004067,C07542,2025-04-08,20,Tuesday,0,Lake City,Leisure,3.0,9.3,5.5,0,,,0,56.9,0,0,0,0,1.0,12.84,,,0,0.0,0.0,12.84,1,0,0,5.3,11.0,D1324,4,4.85,Comfort,5,0
R004068,C11662,2025-05-19,9,Monday,0,Lake City,Business,4.4,13.5,7.9,0,,,0,61.9,0,0,1,0,1.25,20.23,,,0,0.0,0.0,20.23,1,0,0,7.5,13.6,D0808,14,4.65,Standard,,0
R004069,C11828,2025-04-26,12,Saturday,1,Lake City,Airport,13.5,31.6,7.6,0,,,0,54.6,0,0,0,0,1.0,35.91,,,0,0.0,0.0,35.91,1,0,0,6.3,35.1,D0325,11,4.9,Comfort,,0
R004070,C03234,2025-09-29,8,Monday,0,Northport,Airport,23.0,59.4,6.5,0,,,0,58.3,0,0,0,0,1.0,57.46,,,0,0.0,0.0,0.0,0,0,1,5.3,59.1,D1004,1,4.65,Standard,,0
R004071,C10659,2025-07-05,19,Saturday,1,Riverton,Errand,8.8,28.7,8.2,0,,,0,78.7,0,0,0,0,1.0,25.04,,,0,0.0,0.0,25.04,1,0,0,7.9,24.4,D1234,6,4.99,Standard,5,0
R004072,C09798,2025-08-02,18,Saturday,1,Lake City,Leisure,3.8,11.0,8.2,0,,,0,94.5,0,0,1,0,1.6,23.35,,,0,0.0,0.0,23.35,1,0,0,9.2,13.1,D0539,24,4.84,Comfort,5,0
R004073,C08743,2025-08-23,6,Saturday,1,Riverton,Leisure,3.2,12.0,5.1,0,,,0,77.5,0,0,0,0,1.0,11.68,,,0,0.0,0.0,11.68,1,0,0,7.7,9.5,D1265,34,4.99,Standard,5,0
R004074,C05242,2025-05-27,7,Tuesday,0,Grand Junction,Business,9.6,25.1,5.8,0,,,0,47.1,0,0,0,0,1.0,26.23,,,0,0.0,0.0,26.23,1,0,0,5.0,27.3,D0045,36,4.73,Premium,5,0
R004075,C08563,2025-03-22,20,Saturday,1,Riverton,Business,2.9,7.8,4.4,0,,,0,39.7,0,0,0,0,1.0,10.23,,,0,0.0,0.0,10.23,1,0,0,3.5,6.7,D1376,15,4.79,Standard,5,0
R004076,C01960,2025-09-24,10,Wednesday,0,Grand Junction,Commute,5.4,21.3,7.3,1,1.7,3.0,1,93.8,0,0,0,0,1.0,18.13,,,0,0.0,0.0,21.13,1,0,0,1.5,23.2,D0724,42,4.76,Standard,5,0
R004077,C02287,2025-10-24,18,Friday,0,Northport,Business,2.2,13.6,5.4,0,,,0,68.9,0,0,0,0,1.0,11.4,,,0,0.0,0.0,11.4,1,0,0,6.4,15.2,D1220,7,4.71,Standard,4,0
R004078,C03841,2025-05-08,9,Thursday,0,Northport,Airport,12.5,32.3,10.7,0,,,0,66.2,1,0,0,0,1.0,33.33,,,0,0.0,0.0,33.33,1,0,0,10.3,37.7,D1034,41,4.91,Standard,3,0
R004079,C02875,2025-11-22,7,Saturday,1,Lake City,Business,15.7,41.8,11.6,1,2.8,4.0,0,48.7,0,0,1,0,1.15,48.25,,,0,0.0,0.0,48.25,1,0,0,13.2,49.6,D0170,24,4.7,Standard,,0
R004080,C01458,2025-11-28,7,Friday,0,Mesa Vista,Leisure,4.2,13.2,8.3,0,,,0,47.8,0,0,1,0,1.25,20.59,,,0,0.0,0.0,20.59,1,0,0,5.6,14.6,D0348,30,4.88,Standard,5,0
R004081,C09541,2025-05-27,12,Tuesday,0,Riverton,Airport,10.0,23.7,6.7,1,1.3,4.0,1,67.3,0,0,0,0,1.0,26.01,,,0,0.0,0.0,30.01,1,0,0,1.3,23.8,D0607,33,4.86,Standard,5,0
R004082,C08954,2025-06-20,23,Friday,0,Mesa Vista,Errand,11.7,25.9,9.1,0,,,0,86.0,0,0,0,0,1.0,32.24,WINBACK_2025_06,$5 off,1,5.0,0.0,27.24,1,0,0,7.7,25.2,D1615,10,4.65,Standard,5,0
R004083,C04314,2025-09-23,10,Tuesday,0,Lake City,Errand,18.8,41.6,6.7,1,1.2,3.0,0,76.0,0,0,1,0,1.15,54.37,,,0,0.0,0.0,54.37,1,0,0,11.3,41.1,D1288,56,4.75,Standard,5,0
R004084,C00859,2025-01-20,13,Monday,0,Mesa Vista,Errand,1.6,6.7,7.9,0,,,0,30.4,0,1,0,0,1.0,10.54,,,0,0.0,0.0,10.54,1,0,0,14.3,9.4,D0912,14,4.75,Comfort,5,0
R004085,C11575,2025-02-18,18,Tuesday,0,Grand Junction,Errand,15.7,44.2,13.8,0,,,0,33.5,0,1,1,0,1.6,65.58,,,0,0.0,0.0,65.58,1,0,0,17.0,45.5,D0881,21,4.88,Standard,5,0
R004086,C03776,2025-11-29,17,Saturday,1,Riverton,Commute,4.7,14.9,5.2,0,,,0,30.8,0,0,0,0,1.0,14.91,,,0,0.0,0.0,14.91,1,0,0,3.2,14.5,D1787,17,4.73,Comfort,4,0
R004087,C03802,2025-12-29,0,Monday,0,Mesa Vista,Business,2.2,6.5,11.2,1,3.8,5.0,0,26.6,1,0,1,0,1.15,13.27,,,0,0.0,0.0,13.27,1,0,0,11.4,3.3,D0670,71,4.88,Comfort,,0
R004088,C10082,2025-04-03,16,Thursday,0,Lake City,Errand,3.0,10.2,5.0,1,1.2,3.0,0,40.2,0,0,0,0,1.0,13.03,,,0,0.0,0.0,13.03,1,0,0,6.7,8.9,D0115,20,4.67,Standard,,0
R004089,C07830,2025-01-11,21,Saturday,1,Northport,Business,10.9,26.2,4.6,0,,,0,27.1,0,0,0,0,1.0,29.22,,,0,0.0,0.0,29.22,1,0,0,5.4,19.8,D0703,26,4.79,Standard,4,0
R004090,C09774,2025-03-13,7,Thursday,0,Riverton,Business,4.7,11.2,8.2,1,1.7,5.0,1,31.9,0,0,0,0,1.0,14.1,,,0,0.0,0.0,19.1,1,0,0,2.0,15.1,D1322,31,4.87,Standard,5,0
R004091,C01833,2025-10-06,20,Monday,0,Lake City,Errand,2.4,11.2,6.0,0,,,0,57.5,0,0,0,0,1.0,12.22,,,0,0.0,0.0,12.22,1,0,0,5.3,12.9,D0853,21,4.95,Standard,5,0
R004092,C05983,2025-11-19,6,Wednesday,0,Lake City,Commute,2.7,7.4,9.0,0,,,0,42.5,0,0,1,1,1.25,14.87,,,0,0.0,0.0,14.87,1,0,0,13.2,14.5,D1447,14,4.73,Comfort,,0
R004093,C10456,2025-01-22,16,Wednesday,0,Lake City,Airport,8.4,26.2,6.8,1,1.2,3.0,0,21.4,0,0,0,0,1.0,25.9,,,0,0.0,0.0,25.9,1,0,0,6.6,26.8,D0778,17,5.0,Standard,5,0
R004094,C05363,2025-05-31,12,Saturday,1,Grand Junction,Airport,7.1,20.1,8.0,0,,,0,79.9,0,0,0,0,1.0,20.8,,,0,0.0,0.0,20.8,1,0,0,8.4,18.3,D1661,22,4.5,Comfort,,0
R004095,C05200,2025-09-28,10,Sunday,1,Riverton,Commute,5.0,14.9,7.1,0,,,0,92.7,0,0,0,0,1.0,15.43,,,0,0.0,0.0,15.43,1,0,0,5.3,14.6,D1692,4,4.83,Comfort,5,0
R004096,C08217,2025-02-26,6,Wednesday,0,Mesa Vista,Errand,2.6,8.8,7.4,1,1.2,3.0,1,29.8,0,0,0,0,1.0,12.73,,,0,0.0,0.0,15.73,1,0,0,2.0,12.1,D1465,29,4.95,Standard,,0
R004097,C08633,2025-08-29,10,Friday,0,Riverton,Leisure,4.5,11.6,5.8,1,1.2,4.0,0,95.9,0,0,0,1,1.0,13.84,,,0,0.0,0.0,13.84,1,0,0,12.6,6.5,D1463,25,4.79,Comfort,4,0
R004098,C10249,2025-04-09,9,Wednesday,0,Mesa Vista,Commute,2.8,7.6,6.1,0,,,0,58.1,0,0,0,0,1.0,12.82,,,0,0.0,0.0,12.82,1,0,0,4.1,13.2,D1697,8,4.61,Comfort,1,1
R004099,C04828,2025-08-13,10,Wednesday,0,Grand Junction,Commute,3.8,13.3,4.8,1,1.2,6.0,0,66.6,0,0,0,0,1.0,13.6,,,0,0.0,0.0,13.6,1,0,0,5.5,13.2,D0283,18,4.78,Standard,5,0
R004100,C08201,2025-05-29,13,Thursday,0,Grand Junction,Leisure,8.5,22.9,4.9,0,,,0,77.5,0,0,0,0,1.0,23.84,,,0,0.0,0.0,23.84,1,0,0,8.1,22.8,D0271,3,4.68,Standard,5,0
R004101,C03942,2025-08-01,7,Friday,0,Mesa Vista,Airport,7.0,23.5,6.2,0,,,0,76.6,1,0,0,0,1.0,23.58,,,0,0.0,0.0,23.58,1,0,0,5.0,26.7,D0652,7,4.77,Comfort,,0
R004102,C08037,2025-06-08,18,Sunday,1,Lake City,Errand,3.5,10.2,5.7,1,1.2,3.0,0,81.2,0,0,0,0,1.0,13.9,WINBACK_2025_06,20% off,1,2.78,0.0,11.12,1,0,0,6.3,11.8,D1436,31,4.95,Premium,,0
R004103,C08022,2025-12-30,7,Tuesday,0,Grand Junction,Commute,8.6,23.0,8.4,0,,,0,32.0,0,1,0,0,1.0,24.04,,,0,0.0,0.0,24.04,1,0,0,12.9,27.0,D0494,22,4.72,Standard,5,0
R004104,C08674,2025-02-01,5,Saturday,1,Northport,Commute,9.7,23.2,6.8,0,,,0,40.8,1,0,0,0,1.0,26.48,,,0,0.0,0.0,26.48,1,0,0,8.4,27.2,D0415,7,4.84,Standard,5,0
R004105,C07384,2025-07-25,22,Friday,0,Lake City,Commute,9.2,22.3,4.6,0,,,0,79.2,0,0,0,0,1.0,26.42,,,0,0.0,0.0,26.42,1,0,0,4.1,25.6,D0670,14,4.74,Standard,5,0
R004106,C08053,2025-10-11,20,Saturday,1,Riverton,Business,8.1,21.2,8.4,0,,,0,65.4,1,0,0,0,1.0,22.18,,,0,0.0,0.0,22.18,1,0,0,11.7,28.9,D0758,31,4.94,Comfort,5,0
R004107,C01625,2025-03-05,11,Wednesday,0,Riverton,Leisure,8.6,24.0,7.1,1,1.2,4.0,0,62.3,0,0,1,0,1.25,29.57,,,0,0.0,0.0,29.57,1,0,0,10.0,26.9,D0628,17,4.77,Standard,5,0
R004108,C11141,2025-02-21,16,Friday,0,Riverton,Errand,17.3,45.5,10.0,1,3.4,6.0,0,28.3,0,0,1,0,1.4,60.81,,,0,0.0,0.0,0.0,0,1,0,8.8,52.4,D0794,40,4.87,Standard,,0
R004109,C11815,2025-10-04,6,Saturday,1,Northport,Commute,18.5,38.4,4.7,0,,,0,73.8,0,0,0,0,1.0,45.05,,,0,0.0,0.0,45.05,1,0,0,7.2,34.8,D1127,5,4.75,Comfort,5,0
R004110,C05441,2025-03-17,10,Monday,0,Grand Junction,Commute,13.2,35.3,7.7,1,1.9,5.0,1,42.5,0,0,0,0,1.0,34.7,,,0,0.0,0.0,0.0,0,1,0,0.8,36.2,D0817,15,4.79,Standard,,0
R004111,C11420,2025-09-17,14,Wednesday,0,Northport,Commute,6.0,13.1,6.8,0,,,0,83.5,0,0,0,0,1.0,17.86,,,0,0.0,0.0,17.86,1,0,0,7.8,17.9,D0346,17,4.87,Standard,,0
R004112,C09796,2025-08-31,20,Sunday,1,Riverton,Airport,3.4,12.3,5.5,0,,,0,89.0,0,0,0,0,1.0,12.09,,,0,0.0,0.0,12.09,1,0,0,4.1,15.0,D0389,23,4.89,Standard,,0
R004113,C10538,2025-08-03,10,Sunday,1,Lake City,Airport,21.7,52.4,5.3,0,,,0,73.9,0,0,0,0,1.0,54.67,,,0,0.0,0.0,54.67,1,0,0,4.5,48.9,D1096,17,4.82,Standard,4,0
R004114,C05613,2025-06-03,19,Tuesday,0,Grand Junction,Commute,1.3,7.7,6.4,1,1.2,4.0,0,76.1,0,0,0,0,1.0,8.04,WINBACK_2025_06,$5 ride credit,1,0.0,5.0,8.04,1,0,0,6.7,10.1,D0493,11,4.78,Standard,5,0
R004115,C10665,2025-02-11,11,Tuesday,0,Riverton,Commute,7.1,18.0,5.4,0,,,0,28.7,0,0,0,0,1.0,19.74,,,0,0.0,0.0,19.74,1,0,0,7.9,18.0,D0867,20,4.57,Standard,5,0
R004116,C09000,2025-08-14,11,Thursday,0,Riverton,Leisure,3.9,12.3,10.0,0,,,0,85.2,0,0,0,1,1.0,12.95,,,0,0.0,0.0,12.95,1,0,0,13.7,8.1,D0224,60,4.94,Standard,5,0
R004117,C00662,2025-12-21,19,Sunday,1,Riverton,Airport,18.6,50.1,9.3,0,,,0,36.7,0,0,1,0,1.25,58.38,,,0,0.0,0.0,58.38,1,0,0,10.2,53.9,D0531,20,4.78,Comfort,5,1
R004118,C11054,2025-07-15,9,Tuesday,0,Northport,Airport,3.9,11.4,7.8,0,,,0,84.2,0,0,1,0,1.6,22.17,,,0,0.0,0.0,22.17,1,0,0,9.9,14.5,D1799,14,4.67,Comfort,5,0
R004119,C05613,2025-02-22,15,Saturday,1,Grand Junction,Airport,9.4,22.5,8.9,0,,,0,31.4,0,0,1,0,1.15,29.11,,,0,0.0,0.0,29.11,1,0,0,8.4,28.3,D1680,7,4.59,Standard,5,0
R004120,C08535,2025-01-04,8,Saturday,1,Northport,Commute,6.6,18.6,6.3,0,,,0,45.4,0,0,0,1,1.0,20.11,,,0,0.0,0.0,20.11,1,0,0,12.1,12.5,D0574,34,4.66,Premium,3,0
R004121,C00058,2025-10-24,13,Friday,0,Riverton,Errand,5.9,14.4,5.2,0,,,0,71.1,0,0,0,0,1.0,16.88,,,0,0.0,0.0,16.88,1,0,0,9.2,13.6,D0078,12,4.68,Standard,5,0
R004122,C01854,2025-09-07,8,Sunday,1,Grand Junction,Leisure,9.4,24.1,7.7,1,1.2,3.0,1,92.5,0,0,1,0,1.4,35.93,,,0,0.0,0.0,38.93,1,0,0,1.3,28.6,D0770,14,4.88,Standard,5,0
R004123,C03243,2025-07-07,18,Monday,0,Lake City,Business,9.8,26.2,6.8,0,,,0,96.5,0,0,0,0,1.0,28.32,,,0,0.0,0.0,28.32,1,0,0,6.5,26.3,D0527,28,4.67,Standard,5,0
R004124,C03671,2025-11-19,17,Wednesday,0,Northport,Airport,6.0,19.5,10.8,0,,,0,34.8,1,0,1,0,1.15,22.16,,,0,0.0,0.0,22.16,1,0,0,15.1,22.0,D1499,14,4.6,Comfort,2,0
R004125,C08041,2025-03-03,22,Monday,0,Mesa Vista,Airport,23.2,49.2,8.9,0,,,0,44.7,0,0,1,0,1.15,65.85,,,0,0.0,0.0,65.85,1,0,0,9.5,49.9,D0295,18,4.8,Standard,5,0
R004126,C03776,2025-07-03,16,Thursday,0,Riverton,Commute,1.8,4.7,8.3,0,,,0,88.1,1,0,0,0,1.0,7.65,,,0,0.0,0.0,7.65,1,0,0,11.5,7.7,D0839,19,4.53,Comfort,5,0
R004127,C05384,2025-06-11,5,Wednesday,0,Lake City,Errand,1.7,8.5,4.4,0,,,0,83.4,0,0,0,0,1.0,10.41,WINBACK_2025_06,Message only,0,0.0,0.0,10.41,1,0,0,6.5,6.0,D1258,26,4.78,Standard,,0
R004128,C11264,2025-12-12,13,Friday,0,Mesa Vista,Leisure,7.7,17.2,10.9,0,,,0,33.1,1,0,0,0,1.0,23.4,,,0,0.0,0.0,23.4,1,0,0,10.9,15.2,D0388,28,4.82,Comfort,5,0
R004129,C01936,2025-06-04,13,Wednesday,0,Lake City,Commute,19.3,40.3,6.3,0,,,0,71.6,1,0,0,0,1.0,47.86,WINBACK_2025_06,20% off,1,8.0,0.0,39.86,1,0,0,7.3,45.6,D1453,60,4.72,Standard,4,0
R004130,C04076,2025-04-19,17,Saturday,1,Mesa Vista,Airport,14.5,40.5,7.4,0,,,0,53.6,0,0,1,0,1.25,50.37,,,0,0.0,0.0,0.0,0,1,0,6.2,41.7,D1540,14,4.94,Standard,,0
R004131,C06513,2025-02-13,18,Thursday,0,Mesa Vista,Errand,4.8,14.8,14.1,0,,,0,44.4,1,1,1,0,1.4,25.0,,,0,0.0,0.0,25.0,1,0,0,16.6,17.2,D1496,5,4.92,Standard,5,0
R004132,C01866,2025-11-27,20,Thursday,0,Lake City,Leisure,2.1,9.6,6.7,0,,,0,23.2,0,0,1,0,1.15,13.05,,,0,0.0,0.0,13.05,1,0,0,7.2,11.4,D1273,9,4.8,Standard,5,0
R004133,C11762,2025-05-16,9,Friday,0,Northport,Business,2.7,9.6,4.9,1,1.2,6.0,1,69.0,0,0,0,0,1.0,11.38,,,0,0.0,0.0,17.38,1,0,0,0.8,10.1,D0018,25,4.96,Standard,5,0
R004134,C08799,2025-12-07,12,Sunday,1,Grand Junction,Leisure,11.6,28.7,5.6,0,,,0,23.5,0,0,0,0,1.0,30.48,,,0,0.0,0.0,30.48,1,0,0,3.8,32.5,D0691,7,4.76,Comfort,,0
R004135,C03399,2025-05-09,17,Friday,0,Mesa Vista,Errand,9.4,21.9,6.4,0,,,0,74.9,0,0,0,0,1.0,27.38,,,0,0.0,0.0,27.38,1,0,0,8.4,22.8,D1218,7,4.62,Standard,4,0
R004136,C10687,2025-04-18,9,Friday,0,Lake City,Errand,8.7,23.0,8.4,1,3.4,4.0,0,45.0,1,0,0,0,1.0,25.71,,,0,0.0,0.0,25.71,1,0,0,12.0,27.8,D1002,5,4.95,Standard,5,0
R004137,C02796,2025-04-06,20,Sunday,1,Grand Junction,Commute,13.8,29.2,6.7,1,1.2,3.0,0,44.0,0,0,0,0,1.0,34.4,,,0,0.0,0.0,34.4,1,0,0,11.3,28.6,D0800,9,4.66,Comfort,,0
R004138,C06861,2025-02-26,18,Wednesday,0,Riverton,Leisure,3.7,12.7,5.9,1,1.2,6.0,0,44.0,0,0,0,0,1.0,12.7,,,0,0.0,0.0,12.7,1,0,0,4.4,15.8,D1520,59,4.84,Standard,5,0
R004139,C07240,2025-08-25,15,Monday,0,Northport,Airport,9.8,29.6,6.0,1,1.2,6.0,1,89.7,0,0,0,0,1.0,28.07,,,0,0.0,0.0,34.07,1,0,0,0.8,29.6,D0981,39,4.84,Standard,,0
R004140,C11990,2025-05-31,12,Saturday,1,Northport,Errand,8.4,18.4,9.3,0,,,0,65.6,0,0,0,0,1.0,23.18,,,0,0.0,0.0,23.18,1,0,0,7.8,15.8,D1467,43,4.92,Standard,,0
R004141,C10925,2025-04-20,12,Sunday,1,Northport,Commute,8.3,18.7,8.2,0,,,0,56.2,0,0,0,0,1.0,23.07,,,0,0.0,0.0,23.07,1,0,0,7.9,22.6,D1761,21,4.68,Standard,5,0
R004142,C06884,2025-01-27,3,Monday,0,Northport,Leisure,6.0,12.1,8.5,0,,,0,12.0,0,1,0,0,1.0,17.64,,,0,0.0,0.0,17.64,1,0,0,8.3,13.5,D1653,2,4.73,Comfort,5,0
R004143,C08405,2025-03-08,17,Saturday,1,Mesa Vista,Airport,19.0,51.2,8.0,0,,,0,30.8,0,0,1,0,1.6,80.69,,,0,0.0,0.0,80.69,1,0,0,7.6,52.8,D0985,26,4.81,Standard,,0
R004144,C08366,2025-11-29,9,Saturday,1,Lake City,Commute,6.2,21.0,7.3,1,3.8,4.0,0,41.6,0,0,1,0,1.25,26.18,,,0,0.0,0.0,26.18,1,0,0,7.8,20.0,D0211,25,4.8,Comfort,5,0
R004145,C03371,2025-05-17,22,Saturday,1,Northport,Leisure,4.2,11.2,6.6,0,,,0,53.7,0,0,1,0,1.25,17.91,,,0,0.0,0.0,17.91,1,0,0,6.9,12.1,D0483,34,4.92,Standard,5,0
R004146,C00128,2025-08-29,0,Friday,0,Grand Junction,Business,3.5,8.1,9.1,1,2.0,3.0,0,88.8,0,0,1,0,1.4,16.71,,,0,0.0,0.0,16.71,1,0,0,9.7,6.3,D0391,1,4.48,Premium,5,0
R004147,C06870,2025-03-23,14,Sunday,1,Grand Junction,Errand,2.2,11.3,11.1,0,,,0,47.1,1,0,1,0,1.15,11.95,,,0,0.0,0.0,11.95,1,0,0,13.3,10.8,D1615,9,4.8,Standard,4,0
R004148,C06731,2025-11-25,15,Tuesday,0,Riverton,Errand,7.9,15.4,6.6,0,,,0,42.5,0,0,0,0,1.0,20.56,,,0,0.0,0.0,20.56,1,0,0,8.4,13.3,D0094,8,4.66,Standard,,0
R004149,C02770,2025-01-26,7,Sunday,1,Lake City,Airport,14.1,36.2,11.4,0,,,0,48.9,0,0,0,0,1.0,37.96,,,0,0.0,0.0,0.0,0,1,0,16.1,36.4,D0853,16,4.78,Standard,,0
R004150,C03619,2025-11-07,18,Friday,0,Northport,Leisure,8.7,22.3,4.7,0,,,0,41.4,0,0,0,0,1.0,24.56,,,0,0.0,0.0,24.56,1,0,0,4.7,25.7,D0001,18,4.47,Standard,5,0
R004151,C00398,2025-08-17,19,Sunday,1,Grand Junction,Leisure,7.5,22.8,7.8,0,,,0,72.7,0,0,1,0,1.15,25.4,,,0,0.0,0.0,25.4,1,0,0,8.3,24.9,D1529,20,4.81,Standard,5,0
R004152,C04673,2025-02-12,17,Wednesday,0,Riverton,Errand,7.6,21.2,10.0,1,3.1,6.0,0,31.7,1,0,0,0,1.0,21.31,,,0,0.0,0.0,21.31,1,0,0,8.7,28.6,D0558,12,4.85,Standard,4,0
R004153,C03034,2025-01-27,20,Monday,0,Grand Junction,Leisure,4.6,15.0,9.0,1,4.8,3.0,1,35.7,0,1,0,0,1.0,15.36,,,0,0.0,0.0,18.36,1,0,0,7.0,17.7,D1450,21,4.92,Standard,5,0
R004154,C10281,2025-12-14,13,Sunday,1,Lake City,Leisure,9.3,22.2,5.4,0,,,0,38.7,0,0,0,0,1.0,26.57,,,0,0.0,0.0,26.57,1,0,0,8.9,24.0,D0827,10,4.66,Standard,5,0
R004155,C02331,2025-04-11,8,Friday,0,Mesa Vista,Commute,9.4,25.1,7.5,0,,,0,70.3,0,0,0,0,1.0,28.08,,,0,0.0,0.0,28.08,1,0,0,10.3,32.5,D1685,7,4.81,Standard,5,0
R004156,C08770,2025-09-13,4,Saturday,1,Mesa Vista,Leisure,5.3,18.7,6.3,1,1.2,7.0,1,53.2,0,0,0,0,1.0,19.58,,,0,0.0,0.0,26.58,1,0,0,0.8,15.6,D0512,2,4.64,Comfort,4,0
R004157,C10531,2025-09-06,10,Saturday,1,Mesa Vista,Commute,9.1,22.9,14.2,1,3.2,4.0,0,76.6,1,0,1,0,1.15,31.14,,,0,0.0,0.0,31.14,1,0,0,16.8,25.6,D0996,10,4.81,Standard,5,0
R004158,C03441,2025-09-18,8,Thursday,0,Riverton,Business,2.2,4.3,8.8,0,,,0,62.6,0,0,1,0,1.15,9.49,,,0,0.0,0.0,9.49,1,0,0,12.3,5.9,D0026,22,4.89,Standard,5,1
R004159,C05120,2025-11-15,7,Saturday,1,Grand Junction,Commute,10.9,26.7,7.8,0,,,0,59.4,1,0,0,0,1.0,28.83,,,0,0.0,0.0,28.83,1,0,0,10.7,29.3,D1288,8,4.89,Comfort,4,0
R004160,C07704,2025-08-25,10,Monday,0,Grand Junction,Errand,6.6,15.5,5.6,0,,,0,71.6,0,0,0,0,1.0,18.93,,,0,0.0,0.0,18.93,1,0,0,4.2,18.1,D0833,16,4.59,Comfort,5,0
R004161,C02541,2025-09-03,12,Wednesday,0,Lake City,Commute,3.2,7.4,12.5,1,2.7,5.0,0,79.3,0,0,0,0,1.0,12.76,,,0,0.0,0.0,12.76,1,0,0,10.6,5.2,D0037,18,4.64,Standard,5,0
R004162,C10899,2025-01-07,12,Tuesday,0,Riverton,Leisure,11.5,26.1,9.5,0,,,0,57.9,0,0,1,0,1.15,33.51,,,0,0.0,0.0,33.51,1,0,0,10.7,31.1,D1491,30,4.95,Standard,5,0
R004163,C10936,2025-06-07,18,Saturday,1,Riverton,Leisure,6.1,17.1,8.4,0,,,0,68.8,1,0,1,0,1.25,22.27,WINBACK_2025_06,Message only,0,0.0,0.0,22.27,1,0,0,9.0,16.0,D0497,0,5.0,Comfort,5,0
R004164,C02525,2025-03-09,16,Sunday,1,Grand Junction,Errand,12.2,31.7,9.7,1,2.3,2.0,0,29.9,0,0,1,0,1.25,40.22,,,0,0.0,0.0,40.22,1,0,0,10.5,35.3,D1659,12,4.74,Comfort,5,0
R004165,C00104,2025-10-06,23,Monday,0,Riverton,Errand,11.3,28.7,10.4,0,,,0,50.5,0,0,1,0,1.15,33.77,,,0,0.0,0.0,33.77,1,0,0,13.9,28.7,D1784,19,4.94,Premium,4,0
R004166,C02216,2025-05-26,7,Monday,0,Riverton,Errand,10.8,29.1,6.8,0,,,0,88.8,1,0,0,0,1.0,28.59,,,0,0.0,0.0,28.59,1,0,0,9.8,27.6,D1208,19,5.0,Standard,5,0
R004167,C09884,2025-12-01,17,Monday,0,Mesa Vista,Errand,6.5,18.2,7.9,1,2.0,5.0,0,49.1,1,0,0,0,1.0,21.55,,,0,0.0,0.0,21.55,1,0,0,9.1,21.5,D1679,34,4.96,Standard,5,0
R004168,C09486,2025-02-25,18,Tuesday,0,Grand Junction,Commute,1.5,7.8,6.5,1,1.2,5.0,0,30.7,0,0,0,0,1.0,8.41,,,0,0.0,0.0,8.41,1,0,0,7.8,9.4,D1666,29,4.9,Standard,,0
R004169,C02652,2025-09-05,6,Friday,0,Northport,Airport,15.2,34.4,5.3,0,,,0,69.0,0,0,0,0,1.0,38.46,,,0,0.0,0.0,38.46,1,0,0,3.6,33.8,D0994,22,4.94,Standard,5,0
R004170,C05832,2025-08-29,7,Friday,0,Northport,Errand,8.9,27.7,5.1,0,,,0,69.7,0,0,0,0,1.0,26.09,,,0,0.0,0.0,26.09,1,0,0,7.2,31.5,D1087,14,4.76,Standard,5,0
R004171,C01011,2025-04-26,18,Saturday,1,Mesa Vista,Errand,6.5,21.2,9.7,1,2.4,6.0,0,69.3,0,0,1,0,1.6,35.53,,,0,0.0,0.0,35.53,1,0,0,8.3,21.2,D0298,42,4.82,Standard,5,0
R004172,C06991,2025-10-26,21,Sunday,1,Grand Junction,Errand,8.3,16.8,7.3,1,1.2,4.0,0,74.7,0,0,0,0,1.0,22.16,,,0,0.0,0.0,0.0,0,1,0,7.3,16.5,D1517,13,4.89,Standard,,0
R004173,C05674,2025-07-10,20,Thursday,0,Lake City,Commute,2.2,4.0,6.3,1,3.8,2.0,0,91.6,1,0,0,0,1.0,10.29,,,0,0.0,0.0,10.29,1,0,0,7.2,9.9,D0333,5,4.93,Standard,4,0
R004174,C09687,2025-12-06,21,Saturday,1,Mesa Vista,Commute,2.0,7.6,5.7,0,,,0,31.8,0,0,0,0,1.0,11.43,,,0,0.0,0.0,11.43,1,0,0,8.5,3.2,D0636,12,4.83,Standard,5,0
R004175,C07762,2025-03-07,12,Friday,0,Grand Junction,Business,3.9,13.3,4.6,0,,,0,29.6,0,0,0,0,1.0,13.77,,,0,0.0,0.0,13.77,1,0,0,4.3,11.3,D0350,2,4.73,Standard,4,0
R004176,C01077,2025-01-30,15,Thursday,0,Northport,Airport,19.9,45.2,8.2,0,,,0,46.2,0,1,0,0,1.0,48.97,,,0,0.0,0.0,0.0,0,1,0,10.3,47.5,D0611,26,4.9,Standard,,0
R004177,C03121,2025-01-19,10,Sunday,1,Northport,Errand,5.7,13.9,8.8,0,,,0,20.5,1,0,0,0,1.0,17.52,,,0,0.0,0.0,17.52,1,0,0,12.5,17.4,D0451,8,4.92,Standard,4,0
R004178,C08856,2025-08-18,9,Monday,0,Mesa Vista,Airport,14.0,35.0,5.3,0,,,0,71.0,0,0,0,0,1.0,38.22,,,0,0.0,0.0,38.22,1,0,0,5.0,35.0,D0591,34,4.78,Standard,,0
