campaign_id,customer_id,assignment_date,treatment_group,offer_value,message_type,offer_opened,booked_within_30d,rides_within_30d,gross_spend_within_30d,offer_redeemed,promotion_cost,net_revenue_within_30d,retained_within_60d
WINBACK_2025_06,C02385,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02386,2025-06-02,$5 ride credit,5.0,Try us again,1,1,3,76.84,1,5.0,50.32,0
WINBACK_2025_06,C02387,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02388,2025-06-02,20% off,6.5,Convenience,1,1,1,22.62,1,4.52,11.77,0
WINBACK_2025_06,C02389,2025-06-02,$5 off,5.0,Try us again,1,1,1,23.67,1,5.0,12.04,0
WINBACK_2025_06,C02390,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02391,2025-06-02,$5 off,5.0,Save money,0,1,1,22.66,1,5.0,11.32,0
WINBACK_2025_06,C02392,2025-06-02,20% off,6.5,Try us again,0,1,2,41.9,1,8.0,22.17,1
WINBACK_2025_06,C02393,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02394,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02395,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02396,2025-06-02,Message only,0.0,Convenience,1,1,2,35.29,0,0.0,25.41,0
WINBACK_2025_06,C02397,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02398,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02399,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02400,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,18.09,1,5.0,8.02,0
WINBACK_2025_06,C02401,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02402,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02403,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02404,2025-06-02,20% off,6.5,Save money,0,1,2,20.95,1,4.19,10.89,1
WINBACK_2025_06,C02405,2025-06-02,20% off,6.5,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02406,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02407,2025-06-02,20% off,6.5,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02408,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02409,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02410,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02411,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02412,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02413,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02414,2025-06-02,20% off,6.5,Try us again,1,1,1,27.27,1,5.45,14.18,0
WINBACK_2025_06,C02415,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02416,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02417,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02418,2025-06-02,$5 off,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02419,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02420,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02421,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02422,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02423,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02424,2025-06-02,20% off,6.5,Convenience,0,1,1,30.69,1,6.14,15.96,0
WINBACK_2025_06,C02425,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02426,2025-06-02,$5 off,5.0,Convenience,1,1,1,28.96,1,5.0,15.85,0
WINBACK_2025_06,C02427,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02428,2025-06-02,20% off,6.5,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02429,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02430,2025-06-02,$5 ride credit,5.0,Convenience,1,1,3,49.96,1,5.0,30.97,1
WINBACK_2025_06,C02431,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02432,2025-06-02,$5 ride credit,5.0,Convenience,0,1,2,39.99,1,5.0,23.79,0
WINBACK_2025_06,C02433,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02434,2025-06-02,20% off,6.5,Save money,1,1,2,51.39,1,8.0,29.0,1
WINBACK_2025_06,C02435,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02436,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02437,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02438,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02439,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02440,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02441,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02442,2025-06-02,20% off,6.5,Save money,0,1,3,77.4,1,8.0,47.73,0
WINBACK_2025_06,C02443,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02444,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02445,2025-06-02,$5 off,5.0,Convenience,0,1,1,22.82,1,5.0,11.43,0
WINBACK_2025_06,C02446,2025-06-02,20% off,6.5,Save money,1,1,1,15.05,1,3.01,7.83,0
WINBACK_2025_06,C02447,2025-06-02,Control,0.0,No message,0,1,1,27.26,0,0.0,19.63,0
WINBACK_2025_06,C02448,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02449,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02450,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02451,2025-06-02,$5 off,5.0,Save money,0,1,2,23.42,1,5.0,11.86,1
WINBACK_2025_06,C02452,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02453,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02454,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02455,2025-06-02,Message only,0.0,Save money,0,1,1,23.82,0,0.0,17.15,0
WINBACK_2025_06,C02456,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02457,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02458,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02459,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02460,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02461,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02462,2025-06-02,Control,0.0,No message,0,1,2,34.2,0,0.0,24.62,1
WINBACK_2025_06,C02463,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02464,2025-06-02,$5 off,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02465,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02466,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02467,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02468,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02469,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02470,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02471,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02472,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02473,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02474,2025-06-02,20% off,6.5,Save money,1,1,1,23.99,1,4.8,12.47,0
WINBACK_2025_06,C02475,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02476,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02477,2025-06-02,$5 ride credit,5.0,Try us again,1,1,1,17.92,1,5.0,7.9,1
WINBACK_2025_06,C02478,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02479,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02480,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02481,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02482,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02483,2025-06-02,Control,0.0,No message,0,1,2,48.6,0,0.0,34.99,0
WINBACK_2025_06,C02484,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02485,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02486,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,19.24,1,5.0,8.85,0
WINBACK_2025_06,C02487,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02488,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02489,2025-06-02,20% off,6.5,Save money,0,1,2,52.26,1,8.0,29.63,0
WINBACK_2025_06,C02490,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02491,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02492,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02493,2025-06-02,$5 ride credit,5.0,Try us again,1,1,4,90.9,1,5.0,60.45,1
WINBACK_2025_06,C02494,2025-06-02,$5 off,5.0,Try us again,0,1,3,67.12,1,5.0,43.33,1
WINBACK_2025_06,C02495,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,17.6,1,5.0,7.67,1
WINBACK_2025_06,C02496,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02497,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02498,2025-06-02,Control,0.0,No message,0,1,1,27.79,0,0.0,20.01,0
WINBACK_2025_06,C02499,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02500,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02501,2025-06-02,20% off,6.5,Try us again,1,1,3,67.11,1,8.0,40.32,0
WINBACK_2025_06,C02502,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02503,2025-06-02,Message only,0.0,Save money,0,1,1,23.93,0,0.0,17.23,0
WINBACK_2025_06,C02504,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02505,2025-06-02,Message only,0.0,Save money,0,1,2,40.48,0,0.0,29.15,0
WINBACK_2025_06,C02506,2025-06-02,$5 ride credit,5.0,Try us again,1,1,4,73.12,1,5.0,47.65,0
WINBACK_2025_06,C02507,2025-06-02,Control,0.0,No message,0,1,1,23.69,0,0.0,17.06,1
WINBACK_2025_06,C02508,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02509,2025-06-02,20% off,6.5,Save money,0,1,1,20.59,1,4.12,10.7,0
WINBACK_2025_06,C02510,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02511,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02512,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,21.13,1,5.0,10.21,0
WINBACK_2025_06,C02513,2025-06-02,$5 ride credit,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02514,2025-06-02,$5 off,5.0,Convenience,0,1,1,21.74,1,5.0,10.65,0
WINBACK_2025_06,C02515,2025-06-02,$5 ride credit,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02516,2025-06-02,20% off,6.5,Try us again,0,1,1,17.89,1,3.58,9.3,0
WINBACK_2025_06,C02517,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02518,2025-06-02,Control,0.0,No message,0,1,1,28.63,0,0.0,20.61,0
WINBACK_2025_06,C02519,2025-06-02,Message only,0.0,Save money,0,1,3,67.74,0,0.0,48.77,0
WINBACK_2025_06,C02520,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02521,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02522,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02523,2025-06-02,$5 off,5.0,Save money,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02524,2025-06-02,Message only,0.0,Save money,1,1,2,38.06,0,0.0,27.4,0
WINBACK_2025_06,C02525,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02526,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02527,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02528,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02529,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02530,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02531,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02532,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02533,2025-06-02,$5 off,5.0,Convenience,1,1,1,23.81,1,5.0,12.14,0
WINBACK_2025_06,C02534,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02535,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02536,2025-06-02,$5 off,5.0,Save money,1,1,2,35.96,1,5.0,20.89,1
WINBACK_2025_06,C02537,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02538,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02539,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02540,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02541,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02542,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02543,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02544,2025-06-02,$5 ride credit,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02545,2025-06-02,Message only,0.0,Save money,0,1,2,37.67,0,0.0,27.12,0
WINBACK_2025_06,C02546,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02547,2025-06-02,$5 ride credit,5.0,Convenience,1,1,1,23.73,1,5.0,12.09,0
WINBACK_2025_06,C02548,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02549,2025-06-02,Message only,0.0,Save money,0,1,2,50.76,0,0.0,36.55,0
WINBACK_2025_06,C02550,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02551,2025-06-02,$5 ride credit,5.0,Save money,0,1,2,43.22,1,5.0,26.12,0
WINBACK_2025_06,C02552,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02553,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02554,2025-06-02,$5 off,5.0,Save money,0,1,4,106.52,1,5.0,71.69,0
WINBACK_2025_06,C02555,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02556,2025-06-02,$5 ride credit,5.0,Convenience,0,1,3,77.94,1,5.0,51.12,1
WINBACK_2025_06,C02557,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02558,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02559,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02560,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02561,2025-06-02,Control,0.0,No message,0,1,1,23.6,0,0.0,16.99,1
WINBACK_2025_06,C02562,2025-06-02,20% off,6.5,Try us again,1,1,1,23.08,1,4.62,12.0,0
WINBACK_2025_06,C02563,2025-06-02,20% off,6.5,Save money,1,1,2,43.16,1,8.0,23.08,1
WINBACK_2025_06,C02564,2025-06-02,20% off,6.5,Try us again,0,1,2,28.49,1,5.7,14.81,0
WINBACK_2025_06,C02565,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02566,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02567,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02568,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02569,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02570,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02571,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02572,2025-06-02,20% off,6.5,Try us again,1,1,3,72.85,1,8.0,44.45,0
WINBACK_2025_06,C02573,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02574,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02575,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02576,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02577,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02578,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02579,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02580,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02581,2025-06-02,$5 ride credit,5.0,Try us again,0,1,1,26.38,1,5.0,13.99,0
WINBACK_2025_06,C02582,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C02583,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02584,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02585,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02586,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02587,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,13.42,1,5.0,4.66,0
WINBACK_2025_06,C02588,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02589,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02590,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02591,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02592,2025-06-02,20% off,6.5,Convenience,0,1,2,56.68,1,8.0,32.81,1
WINBACK_2025_06,C02593,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02594,2025-06-02,$5 off,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02595,2025-06-02,Message only,0.0,Try us again,1,1,1,14.83,0,0.0,10.68,0
WINBACK_2025_06,C02596,2025-06-02,$5 ride credit,5.0,Save money,0,1,2,58.05,1,5.0,36.8,0
WINBACK_2025_06,C02597,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02598,2025-06-02,20% off,6.5,Convenience,0,1,1,28.55,1,5.71,14.85,1
WINBACK_2025_06,C02599,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02600,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02601,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02602,2025-06-02,20% off,6.5,Convenience,1,1,1,25.68,1,5.14,13.35,1
WINBACK_2025_06,C02603,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02604,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02605,2025-06-02,$5 off,5.0,Try us again,0,1,1,28.31,1,5.0,15.38,0
WINBACK_2025_06,C02606,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02607,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02608,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02609,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,20.7,1,5.0,9.9,0
WINBACK_2025_06,C02610,2025-06-02,20% off,6.5,Convenience,1,1,1,25.04,1,5.01,13.02,0
WINBACK_2025_06,C02611,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02612,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02613,2025-06-02,20% off,6.5,Save money,1,1,1,18.55,1,3.71,9.65,0
WINBACK_2025_06,C02614,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02615,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02616,2025-06-02,Control,0.0,No message,0,1,1,22.92,0,0.0,16.5,0
WINBACK_2025_06,C02617,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02618,2025-06-02,$5 ride credit,5.0,Save money,0,1,1,30.17,1,5.0,16.72,0
WINBACK_2025_06,C02619,2025-06-02,$5 ride credit,5.0,Save money,1,1,2,34.42,1,5.0,19.78,1
WINBACK_2025_06,C02620,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02621,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02622,2025-06-02,20% off,6.5,Save money,1,1,1,24.06,1,4.81,12.51,1
WINBACK_2025_06,C02623,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02624,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C02625,2025-06-02,$5 ride credit,5.0,Save money,1,1,2,47.26,1,5.0,29.03,0
WINBACK_2025_06,C02626,2025-06-02,Message only,0.0,Try us again,1,1,1,26.88,0,0.0,19.35,0
WINBACK_2025_06,C02627,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
